CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,CustomerValueScore,EngagementScore,HighRiskCategory,HighRiskPayment,LowSatisfaction,OrderFrequency,CashbackEfficiency,IsLoyalCustomer,HighValueCustomer,ServiceQualityScore,LogisticsConvenience,PreferredLoginDevice_encoded,PreferredPaymentMode_encoded,Gender_encoded,PreferedOrderCat_encoded,MaritalStatus_encoded,Gender_Category_Interaction,Gender_Category_Interaction_encoded,CustomerSegment
50733,1,7.0,Phone,1,16.0,Debit Card,Male,3.0,3,Mobile,3,Single,2,1,11.0,1.0,1.0,2.0,129,0.7290000000000001,4.9,1,0,0,0.14285714285714285,129.0,0,0,1.7999999999999998,0,2,4,1,3,2,1_3,9,2
50734,0,26.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,3,Others,3,Married,4,0,18.0,1.0,4.0,7.0,286,1.586,4.9,0,0,0,0.15384615384615385,71.5,0,1,2.5999999999999996,1,1,3,0,5,1,0_5,5,0
50735,0,9.0,Phone,1,21.0,Debit Card,Female,3.0,5,Mobile,2,Divorced,1,1,18.0,1.0,1.0,3.0,122,0.622,5.2,1,0,1,0.1111111111111111,122.0,0,0,1.2,0,2,4,0,3,0,0_3,3,4
50736,1,0.0,Computer,1,9.0,Debit Card,Male,3.0,4,Mobile,2,Divorced,1,1,11.0,0.0,1.0,0.0,129,0.6290000000000001,5.300000000000001,1,0,1,0.0,129.0,0,0,1.2,1,0,4,1,3,0,1_3,9,4
50737,0,19.0,Mobile Phone,3,8.0,E wallet,Female,3.0,3,Grocery,5,Divorced,9,0,23.0,1.0,15.0,9.0,270,5.27,8.4,0,0,0,0.7894736842105263,18.0,1,1,3.8,1,1,5,0,1,0,0_1,1,3
50738,0,9.0,Computer,1,23.0,Debit Card,Male,3.0,5,Mobile,3,Single,3,0,13.0,1.0,1.0,0.0,123,0.7230000000000001,5.5,1,0,0,0.1111111111111111,123.0,0,0,2.5999999999999996,0,0,4,1,3,2,1_3,9,1
50739,0,6.0,Phone,2,8.0,UPI,Male,2.0,3,Mobile Phone,3,Divorced,2,0,13.0,0.0,1.0,4.0,136,0.536,4.300000000000001,1,0,0,0.16666666666666666,136.0,0,0,2.5999999999999996,1,2,6,1,4,0,1_4,10,2
50740,1,9.0,Computer,1,11.0,Debit Card,Male,3.0,4,Mobile,5,Married,7,0,17.0,1.0,1.0,0.0,121,0.9210000000000002,5.300000000000001,1,0,0,0.1111111111111111,121.0,0,0,3.8,1,0,4,1,3,1,1_3,9,1
50741,0,3.0,Phone,3,35.0,Debit Card,Male,3.0,3,Laptop & Accessory,5,Married,9,0,19.0,1.0,1.0,3.0,141,0.9410000000000002,4.800000000000001,0,0,0,0.3333333333333333,141.0,0,0,3.8,0,2,4,1,2,1,1_2,8,2
50742,0,13.0,Computer,3,8.0,Credit Card,Male,3.0,3,Laptop & Accessory,4,Divorced,6,0,12.0,1.0,1.0,0.0,143,0.8430000000000002,5.1000000000000005,0,0,0,0.07692307692307693,143.0,0,0,3.2,1,0,3,1,2,0,1_2,8,2
50743,0,23.0,Computer,1,8.0,Credit Card,Female,1.0,3,Grocery,5,Divorced,3,0,22.0,1.0,2.0,2.0,279,0.979,4.4,0,0,0,0.08695652173913043,139.5,0,0,3.8,1,0,3,0,1,0,0_1,1,0
50744,0,1.0,Phone,1,25.0,CC,Male,3.0,4,Mobile,5,Divorced,2,0,12.0,1.0,3.0,3.0,132,1.532,5.6000000000000005,1,0,0,3.0,44.0,0,1,3.8,0,2,0,1,3,0,1_3,9,1
50745,0,19.0,Mobile Phone,1,21.0,Debit Card,Male,2.0,3,Others,4,Divorced,6,0,11.0,1.0,1.0,3.0,291,0.7909999999999999,4.4,0,0,0,0.05263157894736842,291.0,0,0,3.2,0,1,4,1,5,0,1_5,11,0
50746,0,8.0,Mobile Phone,3,23.0,Debit Card,Male,3.0,3,Laptop & Accessory,5,Divorced,4,1,15.0,1.0,1.0,7.0,190,0.9900000000000001,4.4,0,0,0,0.125,190.0,0,0,3.0,0,1,4,1,2,0,1_2,8,2
50747,1,9.0,Phone,1,23.0,Debit Card,Female,3.0,3,Mobile,4,Divorced,2,0,13.0,0.0,1.0,0.0,122,0.8220000000000001,5.1000000000000005,1,0,0,0.1111111111111111,122.0,0,0,3.2,0,2,4,0,3,0,0_3,3,2
50748,0,6.0,Computer,3,31.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Divorced,2,0,12.0,0.0,1.0,1.0,145,0.5449999999999999,4.6000000000000005,0,0,0,0.16666666666666666,145.0,0,0,2.5999999999999996,0,0,3,0,2,0,0_2,2,2
50749,0,9.0,Phone,1,12.0,Debit Card,Male,3.0,5,Mobile,3,Married,2,0,14.0,0.0,1.0,7.0,127,0.7270000000000001,4.800000000000001,1,0,0,0.1111111111111111,127.0,0,0,2.5999999999999996,1,2,4,1,3,1,1_3,9,2
50750,0,3.0,Phone,1,13.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,2,0,13.0,8.0,8.0,9.0,135,2.635,5.9,0,0,0,2.6666666666666665,16.875,0,1,2.5999999999999996,1,2,4,1,2,1,1_2,8,3
50751,0,17.0,Phone,1,35.0,UPI,Male,2.0,3,Laptop & Accessory,2,Single,2,0,25.0,1.0,1.0,17.0,145,0.44499999999999995,3.0,0,0,1,0.058823529411764705,145.0,0,0,2.0,0,2,6,1,2,2,1_2,8,2
50752,0,0.0,Phone,3,27.0,E wallet,Male,3.0,1,Mobile,2,Single,2,0,17.0,0.0,2.0,2.0,127,0.9269999999999999,4.800000000000001,1,0,1,0.0,63.5,0,0,2.0,0,2,5,1,3,2,1_3,9,2
50753,0,19.0,Mobile Phone,1,8.0,COD,Male,2.0,3,Laptop & Accessory,2,Married,3,0,11.0,1.0,1.0,4.0,174,0.474,4.300000000000001,0,1,1,0.05263157894736842,174.0,0,0,2.0,1,1,1,1,2,1,1_2,8,2
50754,0,15.0,Computer,2,8.0,Credit Card,Male,3.0,1,Laptop & Accessory,5,Divorced,8,0,16.0,0.0,1.0,3.0,163,0.9630000000000002,4.4,0,0,0,0.06666666666666667,163.0,0,0,3.8,1,0,3,1,2,0,1_2,8,2
50755,0,30.0,Mobile Phone,3,13.0,E wallet,Male,2.0,1,Laptop & Accessory,2,Married,1,1,18.0,0.0,1.0,9.0,152,0.45199999999999996,3.4000000000000004,0,0,1,0.03333333333333333,152.0,0,0,1.2,1,1,5,1,2,1,1_2,8,2
50756,0,5.0,Computer,1,19.0,UPI,Female,3.0,4,Mobile,4,Divorced,2,0,20.0,0.0,2.0,2.0,127,1.127,5.4,1,0,0,0.4,63.5,0,0,3.2,0,0,6,0,3,0,0_3,3,1
50757,0,5.0,Computer,1,8.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,5,1,14.0,1.0,1.0,7.0,150,0.5499999999999999,4.0,0,0,0,0.2,150.0,0,0,1.7999999999999998,1,0,4,0,2,2,0_2,2,2
50758,0,9.0,Mobile Phone,1,6.0,Cash on Delivery,Female,3.0,5,Fashion,5,Married,3,1,21.0,5.0,7.0,7.0,203,2.803,6.600000000000001,0,1,0,0.7777777777777778,29.0,0,1,3.0,1,1,2,0,0,1,0_0,0,3
50759,0,6.0,Phone,1,15.0,CC,Male,3.0,3,Mobile,2,Divorced,1,0,13.0,1.0,4.0,10.0,128,1.528,5.0,1,0,1,0.6666666666666666,32.0,0,1,2.0,1,2,0,1,3,0,1_3,9,4
50760,0,13.0,Mobile Phone,3,16.0,COD,Female,2.0,4,Laptop & Accessory,4,Married,8,0,12.0,1.0,1.0,3.0,169,0.669,4.6000000000000005,0,1,0,0.07692307692307693,169.0,0,0,3.2,0,1,1,0,2,1,0_2,2,2
50761,0,0.0,Phone,3,16.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Single,1,0,14.0,0.0,1.0,1.0,150,0.44999999999999996,4.6000000000000005,0,0,1,0.0,150.0,0,0,2.0,0,2,4,1,2,2,1_2,8,2
50762,0,3.0,Phone,1,6.0,Credit Card,Male,3.0,3,Mobile Phone,4,Divorced,1,1,21.0,1.0,5.0,7.0,136,2.036,5.6000000000000005,1,0,0,1.6666666666666667,27.2,0,1,2.4,1,2,3,1,4,0,1_4,10,1
50763,0,15.0,Computer,1,32.0,Credit Card,Female,2.0,3,Fashion,5,Divorced,4,1,17.0,0.0,2.0,0.0,232,1.132,5.0,0,0,0,0.13333333333333333,116.0,0,0,3.0,0,0,3,0,0,0,0_0,0,2
50764,0,8.0,Computer,3,14.0,E wallet,Female,3.0,4,Fashion,2,Divorced,5,1,11.0,2.0,4.0,12.0,204,1.604,5.0,0,0,1,0.5,51.0,0,1,1.2,1,0,5,0,0,0,0_0,0,4
50765,0,9.0,Phone,1,20.0,Debit Card,Male,2.0,3,Mobile,5,Divorced,2,1,14.0,2.0,6.0,8.0,122,2.2219999999999995,5.4,1,0,0,0.6666666666666666,20.333333333333332,0,1,3.0,0,2,4,1,3,0,1_3,9,1
50766,0,27.0,Computer,1,6.0,Debit Card,Female,2.0,3,Fashion,3,Married,8,0,17.0,1.0,1.0,4.0,205,0.605,4.300000000000001,0,0,0,0.037037037037037035,205.0,0,0,2.5999999999999996,1,0,4,0,0,1,0_0,0,0
50767,0,9.0,Mobile Phone,1,8.0,Debit Card,Female,3.0,1,Mobile,2,Divorced,2,0,13.0,6.0,7.0,7.0,120,2.4200000000000004,5.800000000000001,1,0,1,0.7777777777777778,17.142857142857142,0,1,2.0,1,1,4,0,3,0,0_3,3,3
50768,1,9.0,Computer,1,16.0,CC,Female,3.0,4,Mobile Phone,4,Single,2,1,25.0,1.0,1.0,0.0,119,0.8190000000000002,5.300000000000001,1,0,0,0.1111111111111111,119.0,0,0,2.4,0,0,0,0,4,2,0_4,4,2
50769,0,2.0,Phone,1,6.0,Debit Card,Female,3.0,3,Mobile Phone,2,Married,2,0,15.0,0.0,1.0,2.0,138,0.638,4.9,1,0,1,0.5,138.0,0,0,2.0,1,2,4,0,4,1,0_4,4,2
50770,0,27.0,Mobile Phone,1,9.0,Debit Card,Male,2.0,3,Grocery,2,Divorced,4,0,14.0,1.0,1.0,9.0,278,0.5780000000000001,3.8000000000000003,0,0,1,0.037037037037037035,278.0,0,0,2.0,1,1,4,1,1,0,1_1,7,0
50771,0,4.0,Mobile Phone,1,17.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Divorced,2,1,12.0,0.0,1.0,1.0,168,0.9680000000000001,5.000000000000001,0,0,0,0.25,168.0,0,0,3.0,0,1,3,1,2,0,1_2,8,2
50772,0,4.0,Mobile Phone,1,30.0,Credit Card,Female,3.0,4,Laptop & Accessory,5,Single,2,0,19.0,0.0,1.0,8.0,168,0.9680000000000001,4.5,0,0,0,0.25,168.0,0,0,3.8,0,1,3,0,2,2,0_2,2,2
50773,0,30.0,Mobile Phone,3,9.0,Debit Card,Female,2.0,4,Laptop & Accessory,2,Single,6,0,17.0,0.0,1.0,5.0,152,0.45199999999999996,4.4,0,0,1,0.03333333333333333,152.0,0,0,2.0,1,1,4,0,2,2,0_2,2,0
50774,0,16.0,Mobile Phone,1,9.0,Debit Card,Male,3.0,5,Others,2,Divorced,4,0,15.0,1.0,1.0,7.0,297,0.797,4.800000000000001,0,0,1,0.0625,297.0,0,0,2.0,1,1,4,1,5,0,1_5,11,0
50775,0,22.0,Mobile Phone,1,10.0,Credit Card,Male,2.0,4,Others,3,Divorced,3,0,13.0,1.0,1.0,0.0,287,0.6869999999999999,4.9,0,0,0,0.045454545454545456,287.0,0,0,2.5999999999999996,1,1,3,1,5,0,1_5,11,0
50776,0,9.0,Computer,1,9.0,COD,Male,2.0,3,Mobile Phone,4,Divorced,2,0,12.0,1.0,1.0,7.0,137,0.637,4.0,1,1,0,0.1111111111111111,137.0,0,0,3.2,1,0,1,1,4,0,1_4,10,2
50777,0,21.0,Phone,1,14.0,COD,Male,3.0,1,Mobile,4,Single,6,0,11.0,0.0,1.0,0.0,126,0.8260000000000001,4.7,1,1,0,0.047619047619047616,126.0,0,0,3.2,1,2,1,1,3,2,1_3,9,2
50778,0,0.0,Phone,1,14.0,Debit Card,Male,3.0,3,Mobile,3,Married,2,0,11.0,1.0,1.0,3.0,125,0.7250000000000001,4.800000000000001,1,0,0,0.0,125.0,0,0,2.5999999999999996,1,2,4,1,3,1,1_3,9,2
50779,0,2.0,Mobile Phone,1,13.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Married,2,1,11.0,0.0,1.0,0.0,166,0.46599999999999997,4.7,0,0,1,0.5,166.0,0,0,1.2,1,1,4,1,2,1,1_2,8,2
50780,0,21.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,4,Others,2,Single,7,0,12.0,1.0,1.0,0.0,283,0.783,5.300000000000001,0,0,1,0.047619047619047616,283.0,0,0,2.0,1,1,4,1,5,2,1_5,11,0
50781,0,2.0,Mobile Phone,1,6.0,Debit Card,Female,2.0,4,Grocery,2,Married,4,0,14.0,1.0,1.0,7.0,261,0.5609999999999999,4.2,0,0,1,0.5,261.0,0,0,2.0,1,1,4,0,1,1,0_1,1,0
50782,0,7.0,Phone,1,14.0,COD,Female,2.0,1,Mobile,3,Divorced,1,0,17.0,1.0,1.0,0.0,126,0.526,4.3,1,1,0,0.14285714285714285,126.0,0,0,2.5999999999999996,1,2,1,0,3,0,0_3,3,2
50783,0,17.0,Mobile Phone,3,11.0,E wallet,Male,2.0,3,Others,4,Divorced,8,0,11.0,1.0,3.0,10.0,282,1.382,4.3,0,0,0,0.17647058823529413,94.0,0,0,3.2,1,1,5,1,5,0,1_5,11,0
50784,0,6.0,Mobile Phone,3,16.0,E wallet,Male,2.0,1,Fashion,3,Married,1,1,14.0,1.0,1.0,8.0,184,0.584,3.5,0,0,0,0.16666666666666666,184.0,0,0,1.7999999999999998,0,1,5,1,0,1,1_0,6,2
50785,0,0.0,Phone,1,31.0,Debit Card,Female,3.0,1,Mobile,2,Single,2,1,12.0,1.0,1.0,1.0,130,0.63,4.6000000000000005,1,0,1,0.0,130.0,0,0,1.2,0,2,4,0,3,2,0_3,3,2
50786,0,9.0,Mobile Phone,1,6.0,Debit Card,Male,2.0,3,Mobile Phone,3,Divorced,2,0,22.0,0.0,1.0,1.0,112,0.512,4.6000000000000005,1,0,0,0.1111111111111111,112.0,0,0,2.5999999999999996,1,1,4,1,4,0,1_4,10,2
50787,1,0.0,Computer,3,30.0,Debit Card,Male,3.0,5,Mobile Phone,2,Single,2,1,14.0,1.0,1.0,0.0,111,0.6110000000000001,5.5,1,0,1,0.0,111.0,0,0,1.2,0,0,4,1,4,2,1_4,10,4
50788,0,0.0,Phone,1,10.0,Debit Card,Male,3.0,3,Mobile,2,Single,2,1,20.0,0.0,2.0,2.0,129,0.9290000000000002,5.200000000000001,1,0,1,0.0,64.5,0,0,1.2,1,2,4,1,3,2,1_3,9,4
50789,1,8.0,Mobile Phone,3,8.0,E wallet,Female,3.0,5,Others,4,Single,3,1,16.0,1.0,1.0,11.0,288,0.9880000000000002,4.4,0,0,0,0.125,288.0,0,0,2.4,1,1,5,0,5,2,0_5,5,0
50790,0,28.0,Computer,1,14.0,Credit Card,Male,2.0,4,Grocery,4,Married,2,1,15.0,3.0,2.0,0.0,236,1.036,5.2,0,0,0,0.07142857142857142,118.0,0,0,2.4,1,0,3,1,1,1,1_1,7,0
50791,1,0.0,Computer,1,14.0,Debit Card,Female,2.0,4,Mobile,3,Single,2,0,20.0,2.0,2.0,2.0,126,0.8259999999999998,5.0,1,0,0,0.0,63.0,0,0,2.5999999999999996,1,0,4,0,3,2,0_3,3,2
50792,0,19.0,Mobile Phone,3,10.0,E wallet,Female,2.0,4,Others,4,Divorced,3,0,14.0,1.0,1.0,8.0,288,0.788,4.1000000000000005,0,0,0,0.05263157894736842,288.0,0,0,3.2,1,1,5,0,5,0,0_5,5,0
50793,0,7.0,Phone,3,8.0,E wallet,Female,2.0,3,Laptop & Accessory,5,Single,1,1,12.0,1.0,1.0,2.0,145,0.745,4.5,0,0,0,0.14285714285714285,145.0,0,0,3.0,1,2,5,0,2,2,0_2,2,2
50794,0,24.0,Computer,3,15.0,Debit Card,Male,2.0,3,Others,4,Married,5,1,15.0,2.0,11.0,10.0,298,3.7979999999999996,6.699999999999999,0,0,0,0.4583333333333333,27.09090909090909,1,1,2.4,1,0,4,1,5,1,1_5,11,3
50795,0,30.0,Mobile Phone,1,24.0,Credit Card,Male,3.0,3,Fashion,2,Single,7,0,12.0,1.0,5.0,4.0,205,1.9050000000000002,5.9,0,0,1,0.16666666666666666,41.0,0,1,2.0,0,1,3,1,0,2,1_0,6,0
50796,0,7.0,Computer,1,25.0,Credit Card,Female,2.0,3,Laptop & Accessory,4,Married,5,0,13.0,3.0,5.0,10.0,144,1.844,4.9,0,0,0,0.7142857142857143,28.8,0,1,3.2,0,0,3,0,2,1,0_2,2,1
50797,0,9.0,Computer,1,6.0,CC,Male,2.0,3,Mobile,3,Single,1,1,11.0,0.0,1.0,2.0,122,0.522,4.5,1,0,0,0.1111111111111111,122.0,0,0,1.7999999999999998,1,0,0,1,3,2,1_3,9,2
50798,0,17.0,Mobile Phone,1,10.0,Debit Card,Male,3.0,1,Others,5,Married,2,0,14.0,1.0,14.0,13.0,292,4.992000000000001,7.300000000000001,0,0,0,0.8235294117647058,20.857142857142858,1,1,3.8,1,1,4,1,5,1,1_5,11,3
50799,0,7.0,Computer,2,17.0,Debit Card,Male,2.0,4,Laptop & Accessory,4,Divorced,5,0,11.0,0.0,1.0,8.0,145,0.645,4.1000000000000005,0,0,0,0.14285714285714285,145.0,0,0,3.2,0,0,4,1,2,0,1_2,8,2
50800,0,8.0,Phone,1,12.0,Debit Card,Male,3.0,3,Mobile,3,Divorced,1,1,14.0,1.0,2.0,2.0,135,1.035,5.200000000000001,1,0,0,0.25,67.5,0,0,1.7999999999999998,1,2,4,1,3,0,1_3,9,4
50801,0,15.0,Phone,1,14.0,CC,Female,3.0,1,Laptop & Accessory,4,Divorced,7,1,16.0,0.0,1.0,0.0,124,0.8240000000000001,4.7,0,0,0,0.06666666666666667,124.0,0,0,2.4,1,2,0,0,2,0,0_2,2,2
50802,0,16.0,Mobile Phone,3,10.0,E wallet,Female,2.0,4,Fashion,2,Single,4,0,14.0,10.0,15.0,17.0,202,4.702,7.3999999999999995,0,0,1,0.9375,13.466666666666667,1,1,2.0,1,1,5,0,0,2,0_0,0,3
50803,0,9.0,Mobile Phone,1,8.0,Debit Card,Female,2.0,3,Laptop & Accessory,4,Single,10,1,11.0,4.0,5.0,12.0,154,1.8539999999999999,4.7,0,0,0,0.5555555555555556,30.8,0,1,2.4,1,1,4,0,2,2,0_2,2,1
50804,1,7.0,Mobile Phone,1,21.0,Credit Card,Female,3.0,3,Fashion,2,Divorced,2,0,11.0,0.0,1.0,5.0,180,0.68,4.6000000000000005,0,0,1,0.14285714285714285,180.0,0,0,2.0,0,1,3,0,0,0,0_0,0,2
50805,0,1.0,Computer,1,8.0,Debit Card,Male,2.0,4,Mobile Phone,2,Divorced,2,1,12.0,2.0,2.0,2.0,139,0.739,5.0,1,0,1,2.0,69.5,0,0,1.2,1,0,4,1,4,0,1_4,10,4
50806,0,24.0,Computer,1,12.0,CC,Female,3.0,4,Mobile,3,Single,1,0,14.0,7.0,7.0,7.0,128,2.5280000000000005,6.4,1,0,0,0.2916666666666667,18.285714285714285,1,1,2.5999999999999996,1,0,0,0,3,2,0_3,3,3
50807,0,3.0,Computer,1,15.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Single,8,1,18.0,1.0,1.0,7.0,147,0.7470000000000001,4.4,0,0,0,0.3333333333333333,147.0,0,0,1.7999999999999998,1,0,3,0,2,2,0_2,2,2
50808,1,0.0,Phone,1,13.0,COD,Female,2.0,3,Mobile,3,Married,4,1,13.0,1.0,7.0,7.0,133,2.333,5.800000000000001,1,1,0,0.0,19.0,0,1,1.7999999999999998,1,2,1,0,3,1,0_3,3,4
50809,0,9.0,Phone,1,6.0,Cash on Delivery,Male,2.0,3,Mobile,5,Single,3,0,11.0,0.0,1.0,2.0,121,0.721,4.5,1,1,0,0.1111111111111111,121.0,0,0,3.8,1,2,2,1,3,2,1_3,9,2
50810,0,9.0,Phone,1,6.0,CC,Female,2.0,3,Mobile,4,Single,2,0,18.0,1.0,2.0,1.0,121,0.921,4.9,1,0,0,0.2222222222222222,60.5,0,0,3.2,1,2,0,0,3,2,0_3,3,2
50811,0,5.0,Mobile Phone,3,14.0,Credit Card,Male,2.0,1,Laptop & Accessory,2,Divorced,2,0,15.0,0.0,1.0,8.0,162,0.46199999999999997,3.5,0,0,1,0.2,162.0,0,0,2.0,1,1,3,1,2,0,1_2,8,2
50812,0,18.0,Computer,1,31.0,Credit Card,Female,2.0,3,Others,4,Single,4,0,22.0,1.0,1.0,0.0,281,0.7809999999999999,4.7,0,0,0,0.05555555555555555,281.0,0,0,3.2,0,0,3,0,5,2,0_5,5,0
50813,0,12.0,Mobile Phone,1,19.0,Credit Card,Female,3.0,4,Grocery,4,Married,7,1,13.0,1.0,15.0,2.0,271,5.171,9.3,0,0,0,1.25,18.066666666666666,0,1,2.4,0,1,3,0,1,1,0_1,1,3
50814,0,30.0,Phone,1,14.0,Debit Card,Male,2.0,3,Mobile,3,Married,2,0,12.0,2.0,2.0,2.0,124,0.8240000000000001,4.800000000000001,1,0,0,0.06666666666666667,62.0,0,0,2.5999999999999996,1,2,4,1,3,1,1_3,9,2
50815,1,0.0,Phone,1,13.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Divorced,2,0,18.0,1.0,1.0,1.0,149,0.7489999999999999,5.000000000000001,0,0,0,0.0,149.0,0,0,2.5999999999999996,1,2,4,1,2,0,1_2,8,2
50816,1,2.0,Phone,1,29.0,Credit Card,Male,3.0,3,Mobile Phone,5,Single,1,0,13.0,0.0,1.0,3.0,139,0.9390000000000002,4.800000000000001,1,0,0,0.5,139.0,0,0,3.8,0,2,3,1,4,2,1_4,10,2
50817,0,3.0,Phone,1,12.0,COD,Female,2.0,4,Laptop & Accessory,2,Divorced,1,0,12.0,5.0,6.0,7.0,146,1.9459999999999997,5.699999999999999,0,1,1,2.0,24.333333333333332,0,1,2.0,1,2,1,0,2,0,0_2,2,3
50818,0,9.0,Mobile Phone,1,16.0,COD,Female,3.0,3,Fashion,3,Divorced,4,0,12.0,0.0,1.0,7.0,171,0.7710000000000001,4.4,0,1,0,0.1111111111111111,171.0,0,0,2.5999999999999996,0,1,1,0,0,0,0_0,0,2
50819,0,19.0,Phone,2,6.0,Debit Card,Female,2.0,3,Mobile,5,Single,7,0,12.0,3.0,5.0,7.0,134,1.9339999999999997,5.2,1,0,0,0.2631578947368421,26.8,0,1,3.8,1,2,4,0,3,2,0_3,3,1
50820,0,1.0,Computer,1,6.0,Debit Card,Female,2.0,5,Laptop & Accessory,2,Divorced,1,0,11.0,7.0,7.0,5.0,167,2.267,6.4,0,0,1,7.0,23.857142857142858,0,1,2.0,1,0,4,0,2,0,0_2,2,3
50821,0,23.0,Mobile Phone,1,34.0,Debit Card,Female,2.0,3,Grocery,5,Divorced,5,1,11.0,1.0,1.0,2.0,269,0.869,4.5,0,0,0,0.043478260869565216,269.0,0,0,3.0,0,1,4,0,1,0,0_1,1,0
50822,1,3.0,Mobile Phone,3,31.0,E wallet,Male,2.0,4,Fashion,4,Single,3,1,12.0,0.0,1.0,0.0,191,0.6910000000000001,4.9,0,0,0,0.3333333333333333,191.0,0,0,2.4,0,1,5,1,0,2,1_0,6,2
50823,1,15.0,Mobile Phone,3,11.0,Debit Card,Male,3.0,3,Fashion,4,Single,10,1,19.0,5.0,7.0,7.0,184,2.684,6.200000000000001,0,0,0,0.4666666666666667,26.285714285714285,1,1,2.4,1,1,4,1,0,2,1_0,6,3
50824,0,3.0,Mobile Phone,1,23.0,Credit Card,Female,3.0,3,Fashion,5,Divorced,2,1,23.0,0.0,1.0,3.0,219,1.0190000000000001,4.800000000000001,0,0,0,0.3333333333333333,219.0,0,0,3.0,0,1,3,0,0,0,0_0,0,2
50825,0,12.0,Phone,1,24.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Single,1,0,11.0,0.0,1.0,7.0,145,0.5449999999999999,4.0,0,0,0,0.08333333333333333,145.0,0,0,2.5999999999999996,0,2,4,1,2,2,1_2,8,2
50826,0,4.0,Computer,3,8.0,Debit Card,Female,2.0,3,Fashion,3,Married,2,1,19.0,3.0,9.0,6.0,199,2.9989999999999997,6.5,0,0,0,2.25,22.11111111111111,0,1,1.7999999999999998,1,0,4,0,0,1,0_0,0,3
50827,0,14.0,Computer,3,16.0,Credit Card,Male,2.0,5,Laptop & Accessory,4,Single,2,0,13.0,3.0,11.0,9.0,162,3.6619999999999995,7.199999999999999,0,0,0,0.7857142857142857,14.727272727272727,1,1,3.2,0,0,3,1,2,2,1_2,8,3
50828,1,9.0,Computer,3,6.0,Debit Card,Female,2.0,3,Mobile,4,Single,2,1,11.0,1.0,2.0,2.0,123,0.923,4.800000000000001,1,0,0,0.2222222222222222,61.5,0,0,2.4,1,0,4,0,3,2,0_3,3,2
50829,1,7.0,Phone,1,14.0,Debit Card,Male,2.0,3,Mobile,5,Divorced,5,0,12.0,1.0,1.0,2.0,124,0.7240000000000001,4.5,1,0,0,0.14285714285714285,124.0,0,0,3.8,1,2,4,1,3,0,1_3,9,2
50830,0,15.0,Computer,1,8.0,Debit Card,Male,2.0,3,Grocery,3,Divorced,1,1,13.0,1.0,2.0,10.0,279,0.9789999999999999,4.0,0,0,0,0.13333333333333333,139.5,0,0,1.7999999999999998,1,0,4,1,1,0,1_1,7,0
50831,0,28.0,Mobile Phone,1,8.0,Credit Card,Female,2.0,5,Others,3,Divorced,5,0,14.0,1.0,9.0,11.0,292,3.0919999999999996,6.4,0,0,0,0.32142857142857145,32.44444444444444,1,1,2.5999999999999996,1,1,3,0,5,0,0_5,5,3
50832,0,29.0,Mobile Phone,2,14.0,Debit Card,Male,2.0,3,Others,4,Single,7,0,15.0,1.0,7.0,7.0,297,2.597,5.800000000000001,0,0,0,0.2413793103448276,42.42857142857143,1,1,3.2,1,1,4,1,5,2,1_5,11,0
50833,0,13.0,Computer,1,22.0,Debit Card,Male,3.0,3,Mobile,3,Married,10,0,16.0,1.0,1.0,0.0,135,0.7350000000000001,5.1000000000000005,1,0,0,0.07692307692307693,135.0,0,0,2.5999999999999996,0,0,4,1,3,1,1_3,9,2
50834,0,7.0,Mobile Phone,1,15.0,Debit Card,Male,2.0,3,Fashion,2,Married,1,0,11.0,1.0,1.0,6.0,185,0.485,4.1000000000000005,0,0,1,0.14285714285714285,185.0,0,0,2.0,1,1,4,1,0,1,1_0,6,2
50835,0,13.0,Phone,1,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,2,Single,2,0,13.0,3.0,8.0,8.0,147,2.747,6.4,0,0,1,0.6153846153846154,18.375,1,1,2.0,1,2,4,1,2,2,1_2,8,3
50836,0,14.0,Computer,3,6.0,E wallet,Female,3.0,3,Laptop & Accessory,5,Married,1,0,17.0,0.0,1.0,7.0,141,0.9410000000000002,4.4,0,0,0,0.07142857142857142,141.0,0,0,3.8,1,0,5,0,2,1,0_2,2,2
50837,0,8.0,Computer,1,10.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Single,2,1,11.0,1.0,1.0,1.0,142,0.542,4.6000000000000005,0,0,0,0.125,142.0,0,0,1.7999999999999998,1,0,4,1,2,2,1_2,8,2
